Players,club,age,Position,short_passing,dribbling,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Apps-16/17,Form-16/17,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,Apps-15/16,Form-15/16
Gael Danic,FC Lorient,35,Midfielder,69,69,66,72,42,69,69,22,8,9,4,3,0,8,0,11,0,0,0,0,29,2.3793103448,5,3,0,7,0,13,0,0,0,0,37,2.5945945946
Gael Kakuta,Amiens SC Football,26,Forward,74,80,64,81,46,67,74,23,12,13,2,1,0,0,0,7,0,0,0,0,10,3.1,0,0,0,1,0,1,0,0,0,0,2,1.0
Gaetan Bussmann,1. FSV Mainz 05,26,Defender,62,61,61,66,77,51,48,74,9,10,0,1,3,1,1,1,0,0,22,0,14,1.8571428571000002,1,0,4,3,0,0,0,0,13,0,13,3.0769230769
Gaetan Laborde,Girondins de Bordeaux,23,Forward,70,70,51,72,17,76,63,38,15,9,6,5,0,3,0,8,0,0,0,0,36,2.75,0,0,0,0,0,0,0,0,0,0,1,1.0
Gareth Bale,Real Madrid CF,27,Midfielder,85,87,80,86,59,86,79,51,15,6,7,2,0,3,1,7,0,0,0,0,19,3.7368421052999996,19,10,0,2,0,9,0,0,0,0,23,7.2608695652
Gareth Barry,West Bromwich Albion,36,Midfielder,83,68,74,76,81,58,74,77,13,12,2,1,0,10,0,12,0,0,0,0,33,1.7878787879,0,0,0,6,0,1,0,0,0,0,33,1.7878787879
Gareth McAuley,West Bromwich Albion,37,Defender,53,27,50,66,77,45,52,78,11,13,6,1,6,5,0,3,0,0,46,1,36,2.9166666667000003,1,0,10,4,1,0,0,0,41,1,34,2.5294117647
Gary Cahill,Chelsea,31,Defender,65,58,61,63,83,45,56,84,12,12,6,0,15,5,0,1,0,0,30,1,37,4.0,2,1,2,2,0,0,0,0,39,1,23,1.8260869565
Gary Medel,Besiktas JK,29,Midfielder,78,63,76,74,86,58,72,78,7,6,0,0,0,5,0,7,0,0,0,0,26,1.8076923077,1,1,0,10,0,6,0,0,0,0,31,1.8709677419
Gaston Brugman,Pescara,24,Midfielder,74,69,71,70,52,65,72,26,15,11,1,1,0,7,0,8,0,0,0,0,27,1.8518518519,0,1,0,2,0,3,0,0,0,0,14,1.7857142857
Gaston Ramirez,Sampdoria,26,Midfielder,78,80,73,81,32,75,77,31,15,8,2,3,0,9,0,14,0,0,0,0,24,2.25,0,1,0,0,0,0,0,0,0,0,3,2.0
Gaston Silva,Independiente,23,Defender,66,65,59,69,75,47,49,66,7,10,0,0,1,6,0,2,0,0,49,0,22,0.5,0,1,0,3,0,4,0,0,21,0,12,1.1666666667
Gelson Fernandes,Eintracht Frankfurt,30,Midfielder,75,68,70,69,79,61,68,74,6,13,0,0,0,8,0,10,0,0,0,1,27,1.3703703703999999,1,1,0,7,0,1,0,0,0,0,33,2.0303030303
Genki Haraguchi,Hertha BSC Berlin,26,Midfielder,74,84,59,77,37,70,65,29,11,7,1,2,0,4,0,10,0,0,0,0,31,1.9677419355,2,3,0,4,0,10,0,0,0,0,32,2.34375
Geoff Cameron,Stoke City,31,Defender,73,69,66,70,78,62,70,76,16,14,0,1,6,1,0,0,0,0,29,0,19,2.4736842105,0,0,4,0,1,5,0,0,42,0,30,1.9333333333000002
Geoffrey Jourdren,AS Nancy Lorraine,31,Goalkeeper,35,10,36,24,22,13,34,13,69,78,0,0,1,0,0,0,0,0,28,1,13,0.8461538462,0,0,2,2,0,0,0,0,8,0,7,2.4285714286
Geoffrey Kondogbia,Valencia CF,24,Midfielder,78,79,77,79,77,73,72,69,10,10,1,1,0,5,1,8,0,0,0,0,24,1.8333333333000001,1,0,0,6,1,9,0,0,0,0,26,1.7307692308000002
Georg Niedermeier,SC Freiburg,31,Defender,35,28,36,29,56,39,41,69,10,8,1,0,0,0,0,0,0,0,9,0,7,1.8571428571000002,3,1,2,5,0,1,0,0,36,2,18,1.6111111111
George Honeyman,Sunderland,22,Midfielder,63,61,58,65,29,54,64,46,15,8,0,0,0,1,0,1,0,0,0,0,5,1.2,0,0,0,0,0,0,0,0,0,0,1,1.0
Georges-Kevin Nkoudou,Tottenham Hotspur,22,Midfielder,74,79,62,75,21,76,69,35,13,13,0,0,0,0,0,0,0,0,0,0,8,1.0,5,3,0,0,0,8,0,0,0,1,29,2.8620689655000002
Georginio Wijnaldum,Liverpool,26,Midfielder,83,85,74,84,70,82,78,60,6,6,6,9,0,2,0,9,0,0,0,0,36,3.4444444444,11,5,0,1,0,7,0,0,0,0,38,3.7631578947000004
Gerard Moreno,RCD Espanyol,25,Forward,75,76,56,79,40,82,58,42,12,10,13,4,0,6,0,4,0,1,0,0,36,3.9166666667000003,7,3,0,4,0,10,0,0,0,0,32,2.84375
German Lux,River Plate,35,Goalkeeper,12,11,29,35,17,11,49,15,71,79,0,0,6,5,0,1,0,0,41,0,25,1.88,0,0,6,4,1,1,1,0,38,0,29,2.2413793103
German Pezzella,Fiorentina,26,Defender,60,47,54,66,79,58,22,78,9,15,1,0,7,10,0,3,0,0,60,0,36,1.8333333333000001,3,1,6,8,0,1,0,0,41,0,25,2.4
Geronimo Rulli,Real Sociedad,25,Goalkeeper,32,15,23,15,21,12,58,16,79,86,0,0,10,4,0,0,1,0,53,0,38,2.4210526316,0,0,12,4,1,0,1,0,46,0,36,2.6666666667
Giacomo Bonaventura,Milan,27,Midfielder,84,83,80,85,72,78,82,60,14,14,3,3,0,3,0,8,0,0,0,0,19,3.1052631579,6,6,0,8,0,3,0,0,0,0,33,3.1515151515
Giancarlo Gonzalez,Bologna,29,Defender,60,59,60,60,77,37,45,78,10,12,1,0,0,7,1,1,0,0,41,0,20,0.65,2,0,9,12,0,1,0,0,59,1,35,1.9428571429
Gianluca Pegolo,Sassuolo,36,Goalkeeper,35,11,21,20,20,12,33,12,68,74,0,0,0,0,0,0,0,0,5,0,1,-2.0,0,0,1,2,0,0,0,0,2,0,2,2.0
Gianluigi Buffon,Juventus,39,Goalkeeper,37,26,35,28,28,12,50,10,88,84,0,0,12,0,0,1,0,0,24,0,30,3.4333333333,0,0,21,1,0,0,1,0,17,0,35,4.4285714286
Gianluigi Donnarumma,Milan,18,Goalkeeper,34,24,24,28,26,14,50,12,78,88,0,0,12,2,0,0,2,0,45,0,38,2.9736842105,0,0,10,3,0,1,0,0,29,0,30,2.9666666667
Gideon Jung,Hamburger SV,22,Midfielder,69,58,68,69,74,29,55,75,15,11,0,0,0,3,0,2,0,0,0,0,28,1.7857142857,0,0,0,4,0,3,0,0,0,0,19,1.4736842105
Gilles Sunu,Angers SCO,26,Forward,70,74,64,73,36,71,68,29,16,6,0,0,0,1,0,8,0,0,0,0,23,1.3043478260999999,2,2,0,4,0,25,0,0,0,0,32,2.375
Giorgio Chiellini,Juventus,32,Defender,59,58,59,57,88,28,50,92,3,3,2,2,8,4,0,4,0,0,14,0,21,4.0952380952,1,0,9,5,0,4,0,0,15,0,24,3.5416666667000003
Giovanni Sio,Montpellier Herault SC,28,Forward,73,74,67,75,18,74,73,17,9,16,9,1,0,6,0,18,0,0,0,0,34,3.1764705882,7,7,0,10,0,8,0,1,0,0,34,3.1176470588
Giulio Donati,1. FSV Mainz 05,27,Defender,68,65,71,70,75,49,51,75,15,8,0,0,5,4,0,3,0,0,53,0,32,1.6875,0,2,6,8,1,4,0,0,21,0,23,2.6956521738999997
Giuseppe Pezzella,Udinese,19,Defender,57,65,45,69,63,57,37,62,14,13,0,0,1,1,0,1,0,0,25,0,10,0.6,0,0,1,0,0,2,0,0,21,0,9,0.8888888889
Giuseppe Vives,Vercelli,36,Midfielder,78,70,78,77,77,58,75,65,11,11,0,0,0,0,1,1,0,0,0,0,3,1.0,1,1,0,10,0,4,0,0,0,0,33,1.7878787879
Glen Johnson,Stoke City,32,Defender,75,78,70,77,68,69,69,75,7,7,0,0,6,1,0,0,0,0,35,0,23,2.1739130435,0,3,9,1,0,2,0,0,30,0,25,3.2
Glenn Whelan,Aston Villa,33,Midfielder,74,65,70,71,78,61,62,74,13,11,0,1,0,5,0,7,0,0,0,1,30,1.7,0,1,0,6,0,8,0,0,0,0,37,1.9189189188999998
Godfred Donsah,Bologna,21,Midfielder,78,78,76,78,62,62,74,60,12,12,0,2,0,2,0,3,0,0,0,0,13,2.0769230769,2,2,0,2,0,14,0,0,0,0,20,2.6
Gojko Kacar,FC Augsburg,30,Defender,74,62,67,71,74,57,72,67,10,15,0,1,1,1,0,6,0,0,34,0,22,1.3636363636000002,1,0,4,3,0,5,0,0,22,0,19,2.3157894737
Gonzalo Castro,Borussia Dortmund,30,Midfielder,84,80,83,82,78,76,83,72,8,15,3,6,0,5,0,10,0,0,0,0,28,2.8214285714,3,7,0,1,0,9,0,0,0,0,25,3.04
Gonzalo Escalante,SD Eibar,24,Defender,75,70,66,73,80,61,71,73,12,11,2,1,3,9,1,9,0,0,42,0,30,1.8666666666999998,3,1,6,15,0,9,0,0,56,0,34,1.9411764706
Gonzalo Higuain,Juventus,29,Forward,75,84,59,85,20,92,70,12,12,10,24,3,0,1,0,7,0,0,0,0,38,5.2105263158,36,2,0,2,0,14,0,0,0,0,35,7.257142857100001
Gonzalo Rodriguez,San Lorenzo de Almagro,33,Defender,70,62,74,70,83,32,64,82,4,9,1,0,8,7,1,3,0,0,34,0,26,2.5,4,0,13,8,0,1,0,0,39,0,35,3.3428571429000002
Goran Pandev,Genoa,33,Forward,74,83,65,83,39,79,71,25,14,15,3,0,0,1,1,5,0,0,0,0,20,1.85,0,0,0,0,1,4,0,0,0,0,15,1.4
Gotoku Sakai,Hamburger SV,26,Defender,72,69,69,73,69,58,60,73,15,13,1,2,5,7,0,0,0,0,64,0,34,1.6176470588,0,1,4,2,0,1,0,0,30,0,22,2.1818181818
Granit Xhaka,Arsenal,24,Midfielder,85,70,86,80,77,77,82,71,8,13,2,2,0,5,2,5,0,0,0,0,32,2.03125,3,1,0,7,1,5,0,0,0,0,28,2.2857142857
Gregoire Defrel,Roma,26,Midfielder,67,84,60,83,37,80,73,18,15,7,11,2,0,1,0,12,0,0,0,0,29,3.8620689655000002,8,3,0,3,0,11,0,0,0,0,33,3.1212121212
Gregory Bourillon,La Berrichonne de Chateauroux,33,Midfielder,69,46,65,64,73,27,70,66,10,10,1,0,0,1,0,1,0,0,0,0,5,2.6,1,0,0,1,0,3,0,0,0,0,8,2.25
Gregory Sertic,Olympique de Marseille,27,Midfielder,78,70,78,74,73,71,71,72,14,6,1,0,0,2,0,2,0,0,0,1,25,1.88,0,0,0,0,0,1,0,0,0,0,1,2.0
Grzegorz Krychowiak,West Bromwich Albion,27,Midfielder,79,63,83,75,81,52,71,75,14,7,0,0,0,2,0,2,0,0,0,0,11,1.4545454544999998,0,0,0,6,0,1,0,0,0,2,26,1.5
Guglielmo Stendardo,Pescara,36,Defender,48,30,52,44,75,28,24,73,9,6,0,0,1,1,0,2,0,0,27,0,10,0.5,1,0,4,3,0,1,0,0,14,0,15,2.9333333333
Guido Carrillo,AS Monaco,26,Forward,62,70,57,74,34,77,59,32,11,12,7,1,0,0,0,1,0,0,0,0,19,3.2631578947000004,4,2,0,2,0,8,0,0,0,1,31,2.1612903225999998
Guilherme,RC Deportivo de La Coruna,26,Midfielder,78,64,75,76,77,64,74,64,7,10,2,1,0,6,0,6,0,0,0,0,30,2.1,0,0,0,1,0,2,0,0,0,0,5,1.6
Guillermo Ochoa,Standard de Liege,31,Goalkeeper,31,10,32,18,23,16,48,11,69,87,0,0,3,2,0,0,3,0,82,0,38,1.4210526316,0,0,3,0,0,0,0,0,10,0,11,2.8181818182
Gustavo Cabral,RC Celta de Vigo,31,Defender,74,49,59,61,80,40,49,82,7,11,2,1,3,6,0,2,0,0,54,0,25,1.52,0,0,9,11,1,1,0,0,38,0,31,2.1935483871
Hakan Calhanoglu,Milan,23,Midfielder,82,78,78,80,44,77,77,32,14,10,6,5,0,1,0,3,0,1,0,0,15,4.7333333333,3,5,0,1,0,13,0,0,0,0,31,2.8064516129
Haris Seferovic,SL Benfica,25,Forward,69,71,59,72,35,77,65,25,13,16,3,0,0,1,1,6,0,0,0,0,25,1.88,3,5,0,10,0,4,0,0,0,0,29,2.5517241379
Harrison Reed,Norwich City,22,Midfielder,74,62,66,66,64,55,66,62,12,11,0,0,0,0,0,1,0,0,0,0,3,1.3333333333,0,0,0,0,0,0,0,0,0,0,1,1.0
Harry Arter,Bournemouth,27,Midfielder,82,72,77,76,71,68,75,64,7,8,1,4,0,12,0,4,0,1,0,0,35,2.0285714286000003,1,0,0,7,0,13,0,0,0,0,21,1.9047619048
Harry Kane,Tottenham Hotspur,23,Forward,75,78,67,82,35,89,75,41,10,11,29,7,0,3,0,16,0,1,0,0,30,7.333333333300001,25,2,0,5,0,9,0,0,0,1,38,5.2368421053
Hatem Ben Arfa,Paris Saint-Germain,30,Midfielder,78,89,74,83,36,74,78,31,8,12,0,1,0,1,0,4,0,0,0,0,23,1.3043478260999999,17,6,0,2,0,15,0,0,0,0,35,4.8571428570999995
Hector,Deportivo Alaves,26,Defender,66,72,56,72,68,57,47,66,9,9,0,2,1,2,0,6,0,0,26,0,17,1.8235294118,0,1,1,1,0,1,0,0,18,0,13,1.6153846154
Hector Bellerin,Arsenal,22,Defender,75,76,59,79,78,67,63,75,14,12,1,4,10,4,0,1,0,0,39,0,33,3.0,1,7,18,3,0,0,0,0,33,0,36,4.2222222222
Henri Bedimo,Olympique de Marseille,33,Defender,70,67,66,73,70,62,63,66,13,14,0,0,5,2,0,2,0,0,16,0,16,2.8125,0,0,4,0,0,3,0,0,23,0,18,2.2777777778
Henri Saivet,Newcastle United,26,Forward,78,79,77,78,64,75,78,60,8,11,1,2,0,3,0,12,0,0,0,0,27,2.0740740741,2,0,0,4,0,5,0,0,0,0,22,1.9166666666999999
Henrikh Mkhitaryan,Manchester United,28,Midfielder,84,87,72,87,64,82,85,49,11,7,4,1,0,1,0,11,0,0,0,0,24,2.5416666667,11,16,0,5,0,5,0,0,0,0,31,5.064516128999999
Hernan,UD Las Palmas,26,Midfielder,78,66,69,77,70,59,67,58,8,14,0,0,0,2,0,2,0,0,0,0,10,1.1,1,0,0,4,0,5,0,0,0,0,18,1.6666666666999999
Hernan Perez,RCD Espanyol,28,Midfielder,76,81,65,82,43,81,72,21,13,15,3,0,0,7,0,15,0,0,0,0,32,1.875,7,1,0,12,0,7,0,0,0,0,32,2.65625
Herve Bazile,SM Caen,27,Midfielder,69,74,64,70,25,66,69,21,14,9,2,3,0,1,0,5,0,0,0,0,19,2.3157894737,0,3,0,1,0,8,0,0,0,0,25,1.76
Heung Min Son,Tottenham Hotspur,24,Midfielder,78,85,64,82,29,83,78,17,13,10,14,6,0,2,0,15,0,0,0,0,34,4.2058823529,4,1,0,0,0,13,0,0,0,0,29,2.1428571429
Hiroki Sakai,Olympique de Marseille,27,Defender,66,64,62,63,74,74,60,76,8,9,0,2,15,5,0,2,0,0,40,0,35,3.1714285714,1,0,1,1,0,0,0,0,51,0,26,1.3076923077
Hiroshi Kiyotake,Cerezo Osaka,27,Midfielder,78,74,76,79,35,72,74,23,10,10,1,2,0,0,0,1,0,0,0,0,4,4.5,5,5,0,0,0,7,0,0,0,0,21,3.8571428571
Holger Badstuber,VfB Stuttgart,28,Defender,75,44,77,64,80,41,67,77,12,8,0,0,2,1,0,2,0,0,14,0,11,2.0909090909,0,0,3,0,0,1,0,0,1,0,7,4.2857142857
Hugo Lloris,Tottenham Hotspur,30,Goalkeeper,50,10,50,34,27,10,30,12,86,90,0,0,15,0,0,1,0,0,24,0,34,3.6176470588,0,0,13,0,0,0,0,0,34,0,37,3.1351351351
Hugo Mallo,RC Celta de Vigo,26,Defender,70,69,68,80,80,46,64,75,9,15,2,1,4,8,1,0,0,0,44,0,23,1.6956521739,1,4,9,8,0,2,0,0,55,0,34,2.4411764706
Iago Aspas,RC Celta de Vigo,29,Forward,80,85,64,84,36,85,68,20,16,13,19,3,0,9,0,9,0,0,0,0,32,4.75,13,4,0,8,0,17,0,0,0,0,35,3.8571428571
Iago Falque,Torino,27,Defender,80,84,72,85,26,80,78,35,5,7,12,7,1,2,0,16,0,1,61,0,35,3.5142857143,2,2,1,1,0,10,0,0,23,0,22,2.5454545455
Ibai Gomez,Deportivo Alaves,27,Forward,73,81,75,80,45,70,75,45,8,11,5,2,0,2,0,19,0,0,0,0,29,2.7931034482999997,0,0,0,2,0,1,0,0,0,0,5,0.8
Ibrahim Amadou,LOSC Lille,24,Midfielder,75,65,73,68,76,42,65,74,7,14,1,0,0,4,0,4,0,0,0,0,36,1.9722222222,2,0,0,2,0,1,0,0,0,0,22,2.1818181818
Ibrahima Traore,Borussia Monchengladbach,29,Midfielder,76,86,74,78,41,76,76,32,6,7,0,4,0,0,0,6,0,0,0,0,14,2.5,2,1,0,1,0,12,0,0,0,0,24,2.2083333333
Idrissa Gana Gueye,Everton,27,Midfielder,82,75,74,79,87,67,72,80,6,13,1,1,0,11,0,8,0,0,0,0,33,1.8787878787999999,0,3,0,10,0,5,0,0,0,0,35,1.9714285714
Ikechi Anya,Derby County,29,Midfielder,67,73,60,68,63,68,67,63,15,13,0,0,0,0,0,0,0,0,0,0,1,1.0,0,1,0,0,0,5,0,0,0,0,28,1.7142857143
Ilkay Gundogan,Manchester City,26,Midfielder,88,87,83,88,79,79,87,57,14,13,3,1,0,0,0,7,0,0,0,0,10,3.7,1,3,0,1,0,6,0,0,0,0,25,2.4
Inigo Martinez,Real Sociedad,26,Defender,74,53,77,70,82,48,46,85,16,11,3,2,9,10,0,1,0,0,49,1,34,2.5882352941,1,0,10,7,0,0,0,0,39,0,30,2.6333333333
Isaac Cofie,Genoa,25,Midfielder,73,66,72,74,79,62,66,68,5,15,0,1,0,5,0,3,0,0,0,0,15,1.6,0,1,0,7,0,6,0,0,0,0,29,1.7586206897
Isaac Kiese Thelin,Waasland-Beveren,25,Forward,74,64,59,69,20,70,71,28,16,8,2,2,0,1,0,0,0,0,0,0,7,3.4285714286,0,0,0,0,0,3,0,0,0,0,7,1.4285714286000002
Isaac Success,Watford,21,Forward,68,77,55,79,20,72,61,22,15,10,1,1,0,2,0,1,0,0,0,0,19,1.4210526316,6,2,0,11,0,11,0,0,0,0,30,2.7666666667000004
Isco,Real Madrid CF,25,Midfielder,86,90,85,91,70,83,84,25,8,6,10,7,0,4,0,13,0,0,0,0,29,3.8965517241,3,7,0,2,1,13,0,0,0,0,31,2.6774193548
Ismael Diomande,SM Caen,24,Defender,75,69,67,70,73,32,58,72,8,9,0,0,2,3,0,2,0,0,18,0,12,1.5,0,0,1,2,0,4,0,0,15,0,13,1.8461538462
Ismael Lopez,Real Sporting de Gijon,27,Forward,69,69,61,65,67,70,59,71,13,6,0,3,0,5,0,4,0,1,0,0,27,1.7777777778,2,0,0,8,0,4,0,0,0,0,30,2.0
Ismael Traore,Angers SCO,30,Defender,67,35,65,68,75,21,53,77,10,15,1,1,6,3,0,3,0,0,44,1,32,2.25,1,0,15,2,1,1,0,0,34,0,34,3.3529411765
Issa Cissokho,Amiens SC Football,32,Defender,65,69,69,71,70,71,56,66,11,12,0,2,4,2,1,1,0,0,17,0,13,1.3846153846,0,1,1,1,0,1,0,0,18,0,13,1.5384615385
Issa Diop,Toulouse FC,20,Defender,64,39,59,60,75,35,40,78,7,9,2,2,9,9,0,0,0,0,31,0,30,3.1,1,0,8,4,1,0,0,0,24,0,21,2.9047619048000004
Issam Ben Khemis,Doncaster Rovers,21,Midfielder,62,67,61,66,40,42,62,42,12,13,0,0,0,0,0,0,0,0,0,0,2,1.0,0,0,0,0,0,0,0,0,0,0,1,1.0
Issiaga Sylla,Toulouse FC,23,Midfielder,72,69,63,70,68,68,66,69,13,12,1,1,0,5,0,10,0,0,0,0,27,1.8888888889,0,3,0,9,0,0,0,0,0,1,34,1.7647058824000001
Issiar Dia,Evkur Yeni Malatyaspor,30,Midfielder,69,74,60,70,16,59,65,40,14,14,8,3,0,3,0,14,0,0,0,0,32,3.125,0,0,0,0,0,4,0,0,0,0,11,1.4545454544999998
Ivan Cavaleiro,Wolverhampton Wanderers,23,Forward,68,76,62,76,37,71,68,25,15,13,0,0,0,0,0,1,0,0,0,0,2,1.5,1,0,0,1,0,4,0,0,0,0,12,1.8333333333000001
Ivan Cuellar,CD Leganes,33,Goalkeeper,23,14,28,13,18,12,42,10,75,77,0,0,7,4,0,0,2,0,69,0,36,1.8333333333000001,0,2,7,3,0,0,1,0,48,0,32,2.40625
Ivan Perisic,Inter,28,Midfielder,78,83,72,83,42,84,78,26,7,6,11,8,0,2,1,10,0,0,0,0,36,3.9166666667000003,8,6,0,5,0,9,0,0,0,0,36,3.8382352941000004
Ivan Radovanovic,Chievo Verona,28,Midfielder,78,67,78,75,79,61,75,72,6,5,0,0,0,10,0,1,0,0,0,0,35,1.6285714286000001,0,0,0,10,0,6,0,0,0,0,26,1.5769230769
Ivan Rakitic,FC Barcelona,29,Midfielder,87,84,92,87,69,80,87,52,11,9,7,5,0,5,0,10,0,0,0,0,32,3.21875,7,2,0,3,0,14,0,0,0,1,36,2.8055555556
Ivan Ramis,SD Eibar,32,Defender,72,53,75,67,81,52,50,74,15,11,3,0,2,6,0,6,0,0,26,0,22,2.6363636364,0,1,4,7,1,3,0,0,35,0,23,1.6086956522
Ivan Strinic,Sampdoria,29,Defender,71,71,66,75,75,70,59,77,8,10,0,2,4,3,0,4,0,0,9,0,12,3.5,0,0,1,0,0,1,0,0,5,0,5,2.4
Ivaylo Chochev,Palermo,24,Midfielder,76,73,73,75,63,63,69,59,9,12,3,2,0,4,0,6,0,0,0,0,29,2.4137931034,0,2,0,6,0,6,0,0,0,0,27,1.7777777778
Izet Hajrovic,SV Werder Bremen,25,Midfielder,68,78,70,77,48,65,68,39,11,7,1,0,0,1,0,7,0,0,0,0,10,2.0,0,0,0,0,0,2,0,0,0,0,7,1.2857142857
Jack Butland,Stoke City,24,Goalkeeper,36,21,40,26,27,16,31,16,83,85,0,0,2,0,0,0,0,0,8,0,5,2.6,0,0,10,0,0,0,0,0,37,0,31,2.7741935483999995
Jack Cork,Burnley,28,Midfielder,80,75,78,77,80,70,76,73,11,6,0,0,0,7,0,6,0,0,0,2,30,1.4,1,2,0,3,0,4,0,0,0,1,35,1.9428571429
Jack Rodwell,Sunderland,26,Midfielder,75,70,72,75,74,67,71,72,10,12,0,1,0,4,0,4,0,0,0,0,20,1.8,1,0,0,5,0,1,0,0,0,0,22,1.4090909091
Jack Wilshere,Arsenal,25,Midfielder,84,82,80,84,61,80,83,61,15,11,0,2,0,4,0,7,0,0,0,0,29,1.8275862069,0,0,0,0,0,1,0,0,0,0,3,1.3333333333
Jacopo Sala,Sampdoria,25,Midfielder,72,73,70,73,71,71,71,68,12,5,0,0,0,6,0,6,0,0,0,0,20,1.65,0,0,0,8,0,9,0,0,0,0,23,1.5217391303999999
Jairo,1. FSV Mainz 05,23,Midfielder,75,80,67,75,29,74,71,29,11,12,2,1,0,5,0,7,0,0,0,0,17,2.1176470588,8,4,0,5,0,12,0,0,0,0,31,3.3548387097
James Collins,West Ham United,33,Defender,59,38,65,53,76,34,54,74,12,11,2,0,6,3,0,1,0,0,37,0,22,2.3181818182,0,0,5,3,1,1,0,0,18,0,19,2.4210526316
James McArthur,Crystal Palace,29,Midfielder,78,66,74,77,78,73,71,70,1,1,5,3,0,5,0,16,0,0,0,0,29,2.8275862069,2,2,0,5,0,10,0,0,0,0,28,2.3214285714
James McCarthy,Everton,26,Midfielder,82,76,81,74,78,63,72,79,11,13,1,1,0,2,0,5,0,0,0,0,12,2.0833333333,2,2,0,6,0,6,0,0,0,0,29,2.3448275862
James McClean,West Bromwich Albion,28,Midfielder,69,79,66,73,51,73,70,59,16,15,1,2,0,9,0,8,0,0,0,0,34,1.4411764706,2,3,0,7,1,8,0,0,0,0,35,2.0571428571
James Milner,Liverpool,31,Midfielder,84,77,81,78,76,75,77,76,1,1,7,3,0,5,0,6,0,1,0,0,36,3.0277777778,5,11,0,10,0,7,0,0,0,0,28,3.7142857143
James Morrison,West Bromwich Albion,31,Midfielder,80,78,73,77,59,75,74,55,6,10,5,2,0,3,0,12,0,0,0,0,31,2.4516129032,3,3,0,3,0,7,0,1,0,0,18,3.0
James Rodriguez,FC Bayern Munich,25,Midfielder,84,83,80,85,55,80,86,25,15,14,8,6,0,1,0,8,0,0,0,0,23,4.0869565217,7,7,0,1,0,10,0,0,0,0,26,3.7692307692
James Tomkins,Crystal Palace,28,Defender,63,50,60,58,74,45,50,75,8,14,3,0,3,4,0,5,0,0,37,0,24,2.375,0,0,8,3,0,6,0,0,31,0,25,2.52
James Ward-Prowse,Southampton,22,Midfielder,83,71,82,81,65,62,82,55,12,15,4,4,0,4,0,9,0,0,0,0,30,2.6666666667,2,5,0,5,0,5,0,0,0,0,33,2.0303030303
Jamie Vardy,Leicester City,30,Forward,66,76,48,76,49,84,72,48,14,11,13,5,0,2,1,8,0,0,0,0,35,4.0857142857,24,6,0,6,0,7,0,1,0,0,36,5.6111111111000005
Jan Moravek,FC Augsburg,27,Midfielder,77,75,73,74,60,71,72,43,13,8,0,0,0,2,0,10,0,0,0,0,13,1.6153846154,1,0,0,0,0,3,0,0,0,0,11,1.7272727273
Jan Oblak,Atletico Madrid,24,Goalkeeper,29,12,26,16,19,11,55,14,90,84,0,0,15,1,0,1,1,0,22,0,30,3.9,0,0,24,0,0,0,0,0,18,0,38,4.4210526316
Jan Rosenthal,SV Darmstadt 98,31,Midfielder,71,71,67,73,37,72,71,31,26,22,0,0,0,3,0,8,0,0,0,0,19,1.3684210525999998,0,1,0,2,0,15,0,0,0,0,23,1.7826086957
Jan Vertonghen,Tottenham Hotspur,30,Defender,79,69,74,74,86,60,68,84,10,7,0,0,13,5,0,3,0,0,21,0,33,3.4545454545,0,0,9,5,0,1,0,0,29,1,29,2.6551724138
Jannik Vestergaard,Borussia Monchengladbach,24,Defender,69,49,80,56,79,46,50,74,11,10,4,1,8,1,0,1,0,0,49,0,34,2.8235294118,2,0,2,2,0,0,0,0,64,0,33,1.4848484847999999
Jaroslav Drobny,SV Werder Bremen,37,Goalkeeper,35,15,33,22,14,8,23,14,77,74,0,0,1,0,1,0,0,0,16,0,10,1.4,0,1,4,1,0,0,1,0,12,0,10,3.6
Jaroslav Plasil,Girondins de Bordeaux,35,Midfielder,79,75,78,78,59,66,76,55,8,8,1,5,0,2,0,6,0,0,0,0,37,2.1891891892,3,3,0,1,0,7,0,0,0,0,27,2.7777777778
Jasmin Kurtic,Atalanta,28,Midfielder,79,71,76,76,75,75,72,68,13,6,6,3,0,7,0,20,0,0,0,0,37,2.8108108107999996,2,0,0,6,0,14,0,0,0,0,32,2.0625
Jason Puncheon,Crystal Palace,31,Forward,75,75,76,74,59,73,74,65,13,12,0,5,0,9,0,6,0,0,0,0,36,2.1388888889,2,4,0,3,0,10,0,0,0,0,31,2.6129032258000002
Jaume Costa,Villarreal CF,29,Defender,78,69,65,78,78,66,57,76,11,14,1,3,12,13,0,1,0,0,29,0,31,3.2580645161,1,1,7,8,0,1,0,0,15,0,18,3.2777777778
Javi Castellano,UD Las Palmas,29,Midfielder,77,46,72,67,76,39,65,71,10,12,0,0,0,0,0,0,0,0,0,0,5,1.0,0,0,0,0,0,0,0,0,0,0,1,2.0
Javi Lopez,RCD Espanyol,31,Midfielder,76,68,61,75,75,61,65,71,8,16,0,1,0,3,0,5,0,0,0,0,19,1.8947368421000002,0,2,0,10,0,4,0,0,0,0,31,1.7741935484
